"GEOID","NAME","state_name","total_pop","pct_female","pct_male","pct_white","pct_black","pct_am_indian","pct_asian","pct_pacificI","pct_other","pct_two_or_more","pct_divorced","pct_hs_or_higher","pct_ba_or_higher","pct_doctorate","pct_uninsured","med_household_income"
"01041","Crenshaw County","Alabama",13144,51.5672550213025,48.4327449786975,70.6025562994522,23.3642726719416,0.213024954351795,1.16402921485088,0.0380401704199635,0.844491783323189,3.77358490566038,0.130867442733759,82.579086115993,16.8057996485062,0.164762741652021,0.0917132216014898,49040
"01043","Cullman County","Alabama",89463,50.500206789399,49.499793210601,90.9895711076087,1.07083375250103,0.348747526910566,0.557772486949912,0.0212378301644255,2.03771391524988,4.97412338061545,0.137882204135504,84.9951923076923,19.0865384615385,0.397435897435897,0.106872898756741,60916
"01045","Dale County","Alabama",49516,50.7270377251797,49.2729622748203,68.6061071168915,21.2133451813555,0.672509895791259,1.32078520074319,0.0747233217545844,2.47798691332095,5.63454237014298,0.151961276083467,85.7235753133128,19.3278552849373,0.549775360605344,0.10889629534675,53955
"01047","Dallas County","Alabama",37536,53.6205242966752,46.3794757033248,27.1925618073316,70.5109761295823,0.247762148337596,0.602088661551577,0,0.114556692242114,1.33205456095482,0.131058178334269,87.0584545418905,17.0070960912691,0.709609126906339,0.0925080558539205,36810
"01049","DeKalb County","Alabama",71946,50.0055597253496,49.9944402746504,81.2706752286437,1.28290662441275,1.47193728629806,0.20154004392183,0.580991299029828,9.46404247630167,5.72790704139216,0.116726335633615,78.9451964344668,13.8804060746121,0.321888412017167,0.150229986918175,51149
"01051","Elmore County","Alabama",88669,51.2952666659148,48.7047333340852,73.288296924517,21.072753724526,0.230069133519043,0.681185081595597,0.00338336961057416,0.814264286278181,3.91004747995354,0.119915051037884,89.5891207442341,24.3943407196847,0.857613540926417,0.0773464831110527,75553
"01053","Escambia County","Alabama",36695,50.0040877503747,49.9959122496253,60.983785256847,30.6717536449107,3.01130944270337,0.294318026979152,0,1.1990734432484,3.83976018531135,0.138621175996508,82.5326483391506,12.4906859092513,0.211773010706302,0.113233447238529,44447
"01055","Etowah County","Alabama",103208,51.5531741725448,48.4468258274552,77.2885822804434,15.0463142392063,0.268390047283156,0.685993333850089,0.042632354081079,2.66355321292923,4.00453453220681,0.146770690713375,85.7778696431032,17.476918836985,0.763400854347526,0.122303285511433,53070
"01057","Fayette County","Alabama",16173,51.381932851048,48.618067148952,84.4741235392321,12.261176034131,0.179311197675138,0.0556483027267668,0.148395473938045,0.259692079391579,2.62165337290546,0.124598730869728,85.2317290552585,15.5971479500891,0.525846702317291,0.0789358372456964,50733
"01059","Franklin County","Alabama",31978,50.6660829320158,49.3339170679842,75.7020451560448,4.02464194133467,0.856839076865345,0.115704546875977,0.0187628994934017,13.4873975858403,5.79460879354556,0.127658734856557,79.485725089809,14.8893930799773,0.326148610323313,0.117504103017296,51493
"01061","Geneva County","Alabama",26726,50.9578687420489,49.0421312579511,84.3336077228167,8.64701040185587,0.243208860285864,0.62111801242236,0.0149666990945147,1.86709571204071,4.27299259148395,0.151820010974941,83.2094469924614,13.316463703938,0.152881016395171,0.128088525087161,50951
"01063","Greene County","Alabama",7589,51.9172486493609,48.0827513506391,17.9206746606931,81.5127157728291,0.118592699960469,0,0,0.382132033205956,0.0658848333113717,0.167229458112237,82.006067500948,12.4762988244217,0.208570345089116,0.138482023968043,31495
"01065","Hale County","Alabama",14749,52.2340497660858,47.7659502339142,38.4161638077158,55.7664926435691,0.26442470675978,0.0542409654891857,0,0.623771103125636,4.87490677334057,0.109605386516662,81.8920545746388,16.7736757624398,0.943017656500802,0.0632998486307968,41325
"01067","Henry County","Alabama",17450,51.2091690544413,48.7908309455587,70.974212034384,25.1805157593123,0.36676217765043,0.584527220630373,0.0515759312320917,0.303724928366762,2.53868194842407,0.113153202578521,82.2354975632762,21.6789812922496,0.330136770947964,0.0801162790697674,60135
"01069","Houston County","Alabama",107628,51.9734641543093,48.0265358456907,65.4680938045862,27.2252573679712,0.243431077414799,1.00066897089977,0.0455271862340655,1.33980005203107,4.67722154086297,0.13445966095474,87.3996509598604,22.7681567995704,0.726271982816485,0.116643973895488,57531
"01071","Jackson County","Alabama",52839,50.5327504305532,49.4672495694468,88.9589129241659,3.04131418081341,0.677529854842067,0.3274096784572,0.0473135373493064,2.39785007286285,4.5496697515093,0.139349308041312,82.0559514383742,15.5502771179731,0.416996569015571,0.104678507924976,49454
"01073","Jefferson County","Alabama",669744,52.5115566544829,47.4884433455171,49.2504598772068,42.4624931317041,0.225459279963688,1.82189015504432,0.0280704269093863,2.41196636326716,3.79966076590458,0.125673272756481,90.9919422428414,35.9367610147979,1.96329463938072,0.0919255708369055,64589
"01075","Lamar County","Alabama",13809,50.9595191541748,49.0404808458252,86.5667318415526,9.28380042001593,0.369324353682381,0.144833079875444,0,0.470707509595192,3.16460279527844,0.119151203054248,83.899857520863,11.5916955017301,0.295135355180134,0.0904371984208218,47447
"01077","Lauderdale County","Alabama",95037,51.9471363784631,48.0528636215369,83.4674916085314,9.6857013584183,0.316718751644097,0.608184180897966,0.0157833264938919,1.23320391005608,4.67291686395825,0.121533605551241,89.3040304323051,27.0841354668802,1.37684619057153,0.0975355409891887,59082
"01079","Lawrence County","Alabama",33182,50.8136941715388,49.1863058284612,76.0623229461756,9.92104152853957,4.03532035440902,0.436983906937496,0,1.78711349526852,7.75721776866976,0.113381263296897,84.5594525235244,15.6201881950385,0.205303678357571,0.0918255799829953,60040
"01081","Lee County","Alabama",177663,50.6205568970467,49.3794431029533,67.7389214411554,22.328791025706,0.284246016334296,4.28057614697489,0.0360232575156335,1.57320319931556,3.7582389129982,0.0886030213787086,91.4257110352674,41.3333333333333,3.62320819112628,0.0866355161385442,61123
"01083","Limestone County","Alabama",107577,49.8759028416855,50.1240971583145,75.306059845506,12.7536555211616,1.0439034366082,1.8303168892979,0.0873792725210779,2.67622261264025,6.30246242226498,0.124058912369554,87.5625049607112,30.3913008968966,0.961716538349604,0.0814193844740469,83534
"01085","Lowndes County","Alabama",10008,52.0283772981615,47.9716227018385,24.4904076738609,74.5403677058353,0,0,0,0,0.969224620303757,0.125873268782939,83.2261751678811,13.8734104872125,0.100014287755394,0.0852728935867466,35160
"01087","Macon County","Alabama",18951,54.0446414437233,45.9553585562767,17.1125534272598,78.2966598068704,0.0369373647828611,0.279668619070234,0,0.385203947021265,3.88897683499551,0.0999697244928853,84.2037561101106,20.7357859531773,1.20058314038247,0.0908848187109521,45951
"01089","Madison County","Alabama",397135,50.7895300086872,49.2104699913128,64.2219900033993,24.2660556234026,0.560011079355887,2.58602238533496,0.0689941707479824,2.10381860072771,6.19310813703149,0.108346756255082,92.5909619568607,45.6902909094912,2.14669117512172,0.0771191581995503,83528
"01091","Marengo County","Alabama",19027,52.6357281757503,47.3642718242497,45.0465128501603,51.3375729226888,0.388921006990067,0.336364114153571,0,0.730540810427288,2.16008829557997,0.103771148133798,85.6170739251469,20.4144757191463,0.22424992267244,0.0863554184834627,44205
"01093","Marion County","Alabama",29190,50.6200753682768,49.3799246317232,91.4080164439877,3.57314148681055,0.763960260363138,0.311750599520384,0.0411099691675231,0.805070229530661,3.09695101062008,0.16626863213374,82.1086108032574,12.8318797282321,0.549318170866863,0.101659896344026,50714
"01095","Marshall County","Alabama",98712,50.300875273523,49.699124726477,82.0781667882324,2.61265094416079,1.39800632141989,0.642272469405949,0.074965556365994,6.2282194667315,6.96571845368344,0.127146261351195,84.4207518473569,21.326409905827,0.632940561965188,0.115205295570288,60946
"01097","Mobile County","Alabama",413162,52.1323355003606,47.8676644996394,56.1327033947943,36.0391323500225,0.391371907387417,2.08223408735557,0.0387257298589899,1.2355928183134,4.08023971226783,0.122290449952708,89.0083069281494,25.150224087237,0.858882132967943,0.108577598448717,58119
"01099","Monroe County","Alabama",19580,51.7109295199183,48.2890704800817,53.6925434116445,42.1859039836568,1.01123595505618,0.33197139938713,0.234933605720123,0.0970377936670072,2.44637385086823,0.123691018849329,83.6146897675107,11.3579150007404,0.496075818154894,0.111618020633522,40225
